,timestamp,open,high,low,close,volume
0,2023-06-22 21:30:00,30012.66,30045.81,29961.03,29971.02,282.67425
1,2023-06-22 21:45:00,29971.02,30089.99,29971.01,30054.07,179.00541
2,2023-06-22 22:00:00,30054.06,30084.72,30000.0,30027.35,345.31542
3,2023-06-22 22:15:00,30027.35,30072.92,29993.61,30033.12,290.80984
4,2023-06-22 22:30:00,30033.12,30049.68,29988.0,30014.63,221.50796
5,2023-06-22 22:45:00,30014.63,30022.48,29880.0,29927.77,574.00158
6,2023-06-22 23:00:00,29927.78,29964.63,29904.01,29944.66,328.30164
7,2023-06-22 23:15:00,29944.66,29991.78,29944.66,29984.87,139.74555
8,2023-06-22 23:30:00,29984.87,29998.0,29945.1,29954.75,160.47113
9,2023-06-22 23:45:00,29954.75,29978.14,29884.91,29884.92,346.51158
10,2023-06-23 00:00:00,29884.92,29998.53,29875.92,29996.81,428.55307
11,2023-06-23 00:15:00,29996.81,30042.6,29974.35,30011.31,613.89901
12,2023-06-23 00:30:00,30011.31,30054.0,29981.0,30008.82,538.2643
13,2023-06-23 00:45:00,30008.82,30020.0,29971.55,30010.0,392.08624
14,2023-06-23 01:00:00,30010.01,30025.64,29974.44,30014.0,233.36104
15,2023-06-23 01:15:00,30014.01,30045.45,29997.63,30032.61,217.97769
16,2023-06-23 01:30:00,30032.6,30038.0,29982.11,29995.94,173.54037
17,2023-06-23 01:45:00,29995.94,30000.0,29926.26,29933.53,196.09036
18,2023-06-23 02:00:00,29933.52,29936.0,29800.0,29877.09,731.54653
19,2023-06-23 02:15:00,29877.08,29921.12,29846.8,29921.11,206.50848
20,2023-06-23 02:30:00,29921.12,29969.01,29913.0,29966.28,161.0566
21,2023-06-23 02:45:00,29966.28,29984.91,29945.11,29984.91,137.12173
22,2023-06-23 03:00:00,29984.91,29997.23,29978.05,29990.35,112.8844
23,2023-06-23 03:15:00,29990.36,30023.0,29975.73,30004.82,205.38826
24,2023-06-23 03:30:00,30004.81,30025.0,29993.67,30005.53,157.0045
25,2023-06-23 03:45:00,30005.54,30025.9,30002.71,30007.96,75.9067
26,2023-06-23 04:00:00,30007.97,30034.81,30007.96,30020.01,136.39778
27,2023-06-23 04:15:00,30020.0,30065.0,30007.96,30013.73,269.13207
28,2023-06-23 04:30:00,30013.74,30055.3,30013.73,30047.59,104.87608
29,2023-06-23 04:45:00,30047.6,30082.25,29987.54,30002.0,356.24468
30,2023-06-23 05:00:00,30002.0,30030.0,29987.05,30001.02,166.44253
31,2023-06-23 05:15:00,30001.03,30049.93,29987.25,30044.99,185.99946
32,2023-06-23 05:30:00,30044.99,30073.85,30044.99,30050.83,172.5272
33,2023-06-23 05:45:00,30050.82,30050.83,30034.4,30042.0,116.44535
34,2023-06-23 06:00:00,30042.0,30059.01,30026.05,30057.81,265.64582
35,2023-06-23 06:15:00,30057.81,30062.33,30034.04,30044.0,215.17198
36,2023-06-23 06:30:00,30044.0,30045.64,30001.5,30015.76,136.3678
37,2023-06-23 06:45:00,30015.75,30030.0,29974.28,30012.18,235.24931
38,2023-06-23 07:00:00,30012.18,30012.18,29973.36,29973.36,207.70139
39,2023-06-23 07:15:00,29973.37,29988.35,29937.75,29983.17,260.5851
40,2023-06-23 07:30:00,29983.16,30006.17,29946.0,29951.69,603.39818
41,2023-06-23 07:45:00,29951.69,29953.63,29904.29,29931.99,922.9782
42,2023-06-23 08:00:00,29932.0,29954.75,29906.71,29954.75,257.0471
43,2023-06-23 08:15:00,29954.74,30029.99,29954.74,30024.65,354.32044
44,2023-06-23 08:30:00,30024.65,30035.96,29999.63,30011.84,255.99686
45,2023-06-23 08:45:00,30011.84,30041.2,30008.11,30008.12,190.77937
46,2023-06-23 09:00:00,30008.12,30018.0,29976.05,30017.12,236.9937
47,2023-06-23 09:15:00,30017.12,30027.99,29976.05,29987.39,274.18894
48,2023-06-23 09:30:00,29987.39,29989.77,29963.62,29978.0,250.005
49,2023-06-23 09:45:00,29978.0,30170.43,29966.51,30145.22,870.198
50,2023-06-23 10:00:00,30145.21,30195.0,30090.0,30120.01,703.45383
51,2023-06-23 10:15:00,30120.0,30155.98,29938.0,30026.03,893.08822
52,2023-06-23 10:30:00,30026.02,30080.0,30016.36,30058.0,248.60129
53,2023-06-23 10:45:00,30058.01,30116.65,30052.0,30075.99,366.38651
54,2023-06-23 11:00:00,30076.0,30117.93,30066.0,30103.71,357.6484
55,2023-06-23 11:15:00,30103.7,30103.71,30038.65,30049.73,234.88318
56,2023-06-23 11:30:00,30049.73,30099.32,30049.72,30086.98,201.42422
57,2023-06-23 11:45:00,30086.98,30150.0,30080.0,30140.87,362.1024
58,2023-06-23 12:00:00,30140.86,30230.87,30125.57,30178.16,1029.08287
59,2023-06-23 12:15:00,30178.17,30215.67,30075.21,30091.35,714.87694
60,2023-06-23 12:30:00,30091.34,30115.02,29996.0,30032.44,837.14336
61,2023-06-23 12:45:00,30032.44,30133.11,30027.32,30106.5,523.01037
62,2023-06-23 13:00:00,30106.51,30181.8,30102.0,30150.01,462.3274
63,2023-06-23 13:15:00,30150.0,30150.01,30078.67,30109.04,402.40002
64,2023-06-23 13:30:00,30109.05,30136.0,30057.1,30129.68,447.04815
65,2023-06-23 13:45:00,30129.68,30134.03,29911.07,30077.82,1137.01228
66,2023-06-23 14:00:00,30077.82,30099.99,30010.61,30062.88,815.542
67,2023-06-23 14:15:00,30063.36,30164.99,30053.18,30146.72,782.02644
68,2023-06-23 14:30:00,30146.71,30170.0,30095.65,30153.99,483.03075
69,2023-06-23 14:45:00,30153.99,30356.3,30142.16,30282.04,1921.3637
70,2023-06-23 15:00:00,30282.05,30490.0,30252.0,30419.91,2229.60917
71,2023-06-23 15:15:00,30419.92,30950.0,30390.88,30650.0,5119.92906
72,2023-06-23 15:30:00,30650.0,31000.0,30603.06,30851.06,3660.23378
73,2023-06-23 15:45:00,30851.05,31400.0,30786.01,31238.0,5518.8499
74,2023-06-23 16:00:00,31238.01,31431.94,31052.58,31379.34,4112.93258
75,2023-06-23 16:15:00,31379.35,31390.0,30666.67,30906.68,3914.42897
76,2023-06-23 16:30:00,30906.67,30991.62,30810.93,30904.94,1718.63726
77,2023-06-23 16:45:00,30904.94,31161.26,30842.18,31097.02,2010.58463
78,2023-06-23 17:00:00,31097.02,31195.96,31019.4,31171.28,1446.66322
79,2023-06-23 17:15:00,31171.28,31241.96,31015.31,31120.46,1299.06324
80,2023-06-23 17:30:00,31120.46,31189.96,31007.18,31185.9,1010.91404
81,2023-06-23 17:45:00,31185.9,31286.61,31132.4,31241.1,1343.97678
82,2023-06-23 18:00:00,31241.1,31271.91,31117.01,31123.14,890.36726
83,2023-06-23 18:15:00,31123.14,31124.0,30931.58,30995.71,1316.04092
84,2023-06-23 18:30:00,30995.72,31040.0,30888.0,30953.69,1890.35467
85,2023-06-23 18:45:00,30953.69,30969.87,30880.78,30943.68,953.90996
86,2023-06-23 19:00:00,30943.69,30944.42,30837.0,30894.6,984.85643
87,2023-06-23 19:15:00,30894.61,30944.4,30836.03,30884.2,539.14853
88,2023-06-23 19:30:00,30884.2,30915.85,30615.33,30784.55,1852.01692
89,2023-06-23 19:45:00,30784.56,30899.68,30750.25,30880.87,603.08133
90,2023-06-23 20:00:00,30880.88,30887.27,30815.08,30858.19,553.25836
91,2023-06-23 20:15:00,30858.18,30881.98,30811.35,30849.49,406.78769
92,2023-06-23 20:30:00,30849.49,30868.39,30788.51,30846.32,251.43358
93,2023-06-23 20:45:00,30846.31,30950.0,30846.31,30906.07,430.25253
94,2023-06-23 21:00:00,30906.07,30906.08,30848.46,30866.81,323.47218
95,2023-06-23 21:15:00,30866.82,30919.0,30845.07,30884.44,242.30954
96,2023-06-23 21:30:00,30884.44,30884.45,30670.0,30801.66,662.58397
97,2023-06-23 21:45:00,30801.65,30801.66,30540.69,30659.8,582.04542
98,2023-06-23 22:00:00,30659.8,30669.35,30520.0,30625.74,736.82468
99,2023-06-23 22:15:00,30625.74,30626.49,30453.1,30539.93,870.15835
100,2023-06-23 22:30:00,30539.94,30639.0,30538.36,30622.01,378.66527
101,2023-06-23 22:45:00,30622.01,30652.43,30618.75,30644.17,314.03077
102,2023-06-23 23:00:00,30644.17,30656.4,30622.78,30624.65,261.10078
103,2023-06-23 23:15:00,30624.65,30640.0,30571.27,30578.84,299.98847
104,2023-06-23 23:30:00,30578.84,30634.0,30570.79,30612.56,193.12125
105,2023-06-23 23:45:00,30612.56,30691.32,30522.5,30688.5,461.93091
106,2023-06-24 00:00:00,30688.51,30694.16,30610.25,30654.0,442.81804
107,2023-06-24 00:15:00,30654.0,30654.01,30539.68,30576.0,347.68626
108,2023-06-24 00:30:00,30576.0,30620.6,30490.84,30573.86,647.85848
109,2023-06-24 00:45:00,30573.87,30582.0,30459.32,30488.2,545.67152
110,2023-06-24 01:00:00,30488.2,30556.89,30445.46,30544.48,464.88634
111,2023-06-24 01:15:00,30544.48,30544.48,30472.87,30479.38,197.02392
112,2023-06-24 01:30:00,30479.38,30547.17,30410.0,30533.72,502.72505
113,2023-06-24 01:45:00,30533.73,30629.88,30516.43,30605.3,421.69044
114,2023-06-24 02:00:00,30605.31,30620.0,30580.01,30604.56,240.03612
115,2023-06-24 02:15:00,30604.57,30653.6,30604.56,30633.99,194.07211
116,2023-06-24 02:30:00,30633.99,30794.11,30633.99,30782.04,875.87234
117,2023-06-24 02:45:00,30782.05,30782.05,30714.0,30756.6,290.8718
118,2023-06-24 03:00:00,30756.61,30757.92,30702.8,30749.99,231.46538
119,2023-06-24 03:15:00,30750.0,30779.83,30722.45,30751.88,203.28654
120,2023-06-24 03:30:00,30751.89,30773.9,30710.0,30747.42,258.09677
121,2023-06-24 03:45:00,30747.42,30750.0,30711.88,30730.01,184.94755
122,2023-06-24 04:00:00,30730.0,30730.01,30655.35,30686.31,207.07959
123,2023-06-24 04:15:00,30686.31,30753.35,30686.3,30728.58,151.57763
124,2023-06-24 04:30:00,30728.57,30750.0,30715.88,30716.01,132.61227
125,2023-06-24 04:45:00,30716.01,30734.26,30698.06,30703.68,167.68636
126,2023-06-24 05:00:00,30703.69,30751.64,30676.13,30748.63,181.44069
127,2023-06-24 05:15:00,30748.62,30756.08,30732.11,30743.78,136.84406
128,2023-06-24 05:30:00,30743.79,30751.05,30700.88,30700.89,187.39923
129,2023-06-24 05:45:00,30700.89,30734.97,30700.0,30725.01,202.98856
130,2023-06-24 06:00:00,30725.01,30788.0,30667.0,30670.01,583.36183
131,2023-06-24 06:15:00,30670.01,30686.0,30631.41,30670.26,209.21949
132,2023-06-24 06:30:00,30670.27,30701.27,30668.59,30701.26,130.16618
133,2023-06-24 06:45:00,30701.27,30723.97,30678.4,30697.94,162.23445
134,2023-06-24 07:00:00,30697.95,30697.95,30652.75,30664.0,142.93299
135,2023-06-24 07:15:00,30663.99,30696.0,30641.26,30691.99,250.13831
136,2023-06-24 07:30:00,30691.99,30694.21,30600.0,30602.0,380.89623
137,2023-06-24 07:45:00,30602.0,30629.54,30552.01,30567.58,360.63962
138,2023-06-24 08:00:00,30567.58,30633.79,30562.7,30627.17,264.76879
139,2023-06-24 08:15:00,30627.18,30665.43,30600.44,30601.17,231.29725
140,2023-06-24 08:30:00,30601.18,30606.71,30553.55,30563.52,216.82586
141,2023-06-24 08:45:00,30563.53,30620.49,30552.78,30608.82,372.65181
142,2023-06-24 09:00:00,30608.81,30620.0,30581.31,30581.32,149.09327
143,2023-06-24 09:15:00,30581.32,30623.18,30581.31,30613.57,168.48847
144,2023-06-24 09:30:00,30613.57,30613.58,30574.75,30596.91,154.52672
145,2023-06-24 09:45:00,30596.91,30637.21,30585.14,30621.63,182.47919
146,2023-06-24 10:00:00,30621.64,30651.97,30605.01,30651.49,235.08418
147,2023-06-24 10:15:00,30651.49,30722.22,30638.43,30722.22,430.64432
148,2023-06-24 10:30:00,30722.21,30722.22,30689.83,30710.28,245.05909
149,2023-06-24 10:45:00,30710.28,30742.73,30710.27,30739.98,179.26882
150,2023-06-24 11:00:00,30739.99,30739.99,30696.82,30715.4,160.69959
151,2023-06-24 11:15:00,30715.41,30715.41,30659.51,30688.36,187.81096
152,2023-06-24 11:30:00,30688.36,30688.37,30662.44,30663.57,119.89531
153,2023-06-24 11:45:00,30663.58,30687.85,30656.4,30684.38,179.49836
154,2023-06-24 12:00:00,30684.37,30684.38,30652.0,30665.77,231.07045
155,2023-06-24 12:15:00,30665.78,30778.68,30652.43,30757.88,417.43346
156,2023-06-24 12:30:00,30757.88,30800.0,30731.06,30766.01,364.42925
157,2023-06-24 12:45:00,30766.02,30766.02,30688.0,30694.57,241.61129
158,2023-06-24 13:00:00,30694.56,30720.0,30661.8,30683.99,230.12745
159,2023-06-24 13:15:00,30683.98,30697.99,30611.08,30629.55,345.3404
160,2023-06-24 13:30:00,30629.56,30679.24,30596.8,30638.29,265.51281
161,2023-06-24 13:45:00,30638.29,30660.54,30525.0,30640.69,568.57103
