timestamp,open,high,low,close,volume
2023-06-22 12:00:00,29928.01,30095.48,29918.48,30036.01,1075.51726
2023-06-22 12:30:00,30036.01,30137.68,30014.21,30115.49,942.07151
2023-06-22 13:00:00,30115.48,30322.6,30107.47,30250.0,1666.39295
2023-06-22 13:30:00,30250.01,30351.14,30170.2,30235.99,1680.18374
2023-06-22 14:00:00,30235.99,30291.99,30103.8,30151.59,1902.95449
2023-06-22 14:30:00,30151.6,30151.6,29525.61,29746.76,4714.92021
2023-06-22 15:00:00,29746.75,29963.58,29700.32,29731.91,3353.16264
2023-06-22 15:30:00,29731.91,29887.25,29646.95,29850.65,1561.00387
2023-06-22 16:00:00,29850.65,30094.18,29821.5,30094.17,1583.4717
2023-06-22 16:30:00,30094.17,30176.96,29888.78,29970.02,2081.76521
2023-06-22 17:00:00,29970.01,30038.93,29887.38,30012.65,1005.40214
2023-06-22 17:30:00,30012.64,30187.27,29986.74,30145.29,1162.57222
2023-06-22 18:00:00,30145.3,30167.08,30022.22,30033.79,727.18809
2023-06-22 18:30:00,30033.79,30143.48,29964.76,30133.99,913.95611
2023-06-22 19:00:00,30133.99,30150.0,30044.1,30062.32,559.71314
2023-06-22 19:30:00,30062.32,30234.83,30061.64,30213.11,909.50424
2023-06-22 20:00:00,30213.11,30256.76,30081.5,30097.42,902.55219
2023-06-22 20:30:00,30097.43,30159.77,30097.18,30152.07,437.66849
2023-06-22 21:00:00,30152.08,30164.17,30009.78,30012.65,530.52799
2023-06-22 21:30:00,30012.66,30089.99,29961.03,30054.07,461.67966
2023-06-22 22:00:00,30054.06,30084.72,29993.61,30033.12,636.12526
2023-06-22 22:30:00,30033.12,30049.68,29880.0,29927.77,795.50954
2023-06-22 23:00:00,29927.78,29991.78,29904.01,29984.87,468.04719
2023-06-22 23:30:00,29984.87,29998.0,29884.91,29884.92,506.98271
2023-06-23 00:00:00,29884.92,30042.6,29875.92,30011.31,1042.45208
2023-06-23 00:30:00,30011.31,30054.0,29971.55,30010.0,930.35054
2023-06-23 01:00:00,30010.01,30045.45,29974.44,30032.61,451.33873
2023-06-23 01:30:00,30032.6,30038.0,29926.26,29933.53,369.63073
2023-06-23 02:00:00,29933.52,29936.0,29800.0,29921.11,938.05501
2023-06-23 02:30:00,29921.12,29984.91,29913.0,29984.91,298.17833
2023-06-23 03:00:00,29984.91,30023.0,29975.73,30004.82,318.27266
2023-06-23 03:30:00,30004.81,30025.9,29993.67,30007.96,232.9112
2023-06-23 04:00:00,30007.97,30065.0,30007.96,30013.73,405.52985
2023-06-23 04:30:00,30013.74,30082.25,29987.54,30002.0,461.12076
2023-06-23 05:00:00,30002.0,30049.93,29987.05,30044.99,352.44199
2023-06-23 05:30:00,30044.99,30073.85,30034.4,30042.0,288.97255
2023-06-23 06:00:00,30042.0,30062.33,30026.05,30044.0,480.8178
2023-06-23 06:30:00,30044.0,30045.64,29974.28,30012.18,371.61711
2023-06-23 07:00:00,30012.18,30012.18,29937.75,29983.17,468.28649
2023-06-23 07:30:00,29983.16,30006.17,29904.29,29931.99,1526.37638
2023-06-23 08:00:00,29932.0,30029.99,29906.71,30024.65,611.36754
2023-06-23 08:30:00,30024.65,30041.2,29999.63,30008.12,446.77623
2023-06-23 09:00:00,30008.12,30027.99,29976.05,29987.39,511.18264
2023-06-23 09:30:00,29987.39,30170.43,29963.62,30145.22,1120.203
2023-06-23 10:00:00,30145.21,30195.0,29938.0,30026.03,1596.54205
2023-06-23 10:30:00,30026.02,30116.65,30016.36,30075.99,614.9878
2023-06-23 11:00:00,30076.0,30117.93,30038.65,30049.73,592.53158
2023-06-23 11:30:00,30049.73,30150.0,30049.72,30140.87,563.52662
2023-06-23 12:00:00,30140.86,30230.87,30075.21,30091.35,1743.95981
2023-06-23 12:30:00,30091.34,30133.11,29996.0,30106.5,1360.15373
2023-06-23 13:00:00,30106.51,30181.8,30078.67,30109.04,864.72742
2023-06-23 13:30:00,30109.05,30136.0,29911.07,30077.82,1584.06043
2023-06-23 14:00:00,30077.82,30164.99,30010.61,30146.72,1597.56844
2023-06-23 14:30:00,30146.71,30356.3,30095.65,30282.04,2404.39445
2023-06-23 15:00:00,30282.05,30950.0,30252.0,30650.0,7349.53823
2023-06-23 15:30:00,30650.0,31400.0,30603.06,31238.0,9179.08368
2023-06-23 16:00:00,31238.01,31431.94,30666.67,30906.68,8027.36155
2023-06-23 16:30:00,30906.67,31161.26,30810.93,31097.02,3729.22189
2023-06-23 17:00:00,31097.02,31241.96,31015.31,31120.46,2745.72646
2023-06-23 17:30:00,31120.46,31286.61,31007.18,31241.1,2354.89082
2023-06-23 18:00:00,31241.1,31271.91,30931.58,30995.71,2206.40818
2023-06-23 18:30:00,30995.72,31040.0,30880.78,30943.68,2844.26463
2023-06-23 19:00:00,30943.69,30944.42,30836.03,30884.2,1524.00496
2023-06-23 19:30:00,30884.2,30915.85,30615.33,30880.87,2455.09825
2023-06-23 20:00:00,30880.88,30887.27,30811.35,30849.49,960.04605
2023-06-23 20:30:00,30849.49,30950.0,30788.51,30906.07,681.68611
2023-06-23 21:00:00,30906.07,30919.0,30845.07,30884.44,565.78172
2023-06-23 21:30:00,30884.44,30884.45,30540.69,30659.8,1244.62939
2023-06-23 22:00:00,30659.8,30669.35,30453.1,30539.93,1606.98303
2023-06-23 22:30:00,30539.94,30652.43,30538.36,30644.17,692.69604
2023-06-23 23:00:00,30644.17,30656.4,30571.27,30578.84,561.08925
2023-06-23 23:30:00,30578.84,30691.32,30522.5,30688.5,655.05216
2023-06-24 00:00:00,30688.51,30694.16,30539.68,30576.0,790.5043
2023-06-24 00:30:00,30576.0,30620.6,30459.32,30488.2,1193.53
2023-06-24 01:00:00,30488.2,30556.89,30445.46,30479.38,661.91026
2023-06-24 01:30:00,30479.38,30629.88,30410.0,30605.3,924.41549
2023-06-24 02:00:00,30605.31,30653.6,30580.01,30633.99,434.10823
2023-06-24 02:30:00,30633.99,30794.11,30633.99,30756.6,1166.74414
2023-06-24 03:00:00,30756.61,30779.83,30702.8,30751.88,434.75192
2023-06-24 03:30:00,30751.89,30773.9,30710.0,30730.01,443.04432
2023-06-24 04:00:00,30730.0,30753.35,30655.35,30728.58,358.65722
2023-06-24 04:30:00,30728.57,30750.0,30698.06,30703.68,300.29863
2023-06-24 05:00:00,30703.69,30756.08,30676.13,30743.78,318.28475
2023-06-24 05:30:00,30743.79,30751.05,30700.0,30725.01,390.38779
2023-06-24 06:00:00,30725.01,30788.0,30631.41,30670.26,792.58132
2023-06-24 06:30:00,30670.27,30723.97,30668.59,30697.94,292.40063
2023-06-24 07:00:00,30697.95,30697.95,30641.26,30691.99,393.0713
2023-06-24 07:30:00,30691.99,30694.21,30552.01,30567.58,741.53585
2023-06-24 08:00:00,30567.58,30665.43,30562.7,30601.17,496.06604
2023-06-24 08:30:00,30601.18,30620.49,30552.78,30608.82,589.47767
2023-06-24 09:00:00,30608.81,30623.18,30581.31,30613.57,317.58174
2023-06-24 09:30:00,30613.57,30637.21,30574.75,30621.63,337.00591
2023-06-24 10:00:00,30621.64,30722.22,30605.01,30722.22,665.7285
2023-06-24 10:30:00,30722.21,30742.73,30689.83,30739.98,424.32791
2023-06-24 11:00:00,30739.99,30739.99,30659.51,30688.36,348.51055
2023-06-24 11:30:00,30688.36,30688.37,30656.4,30684.38,299.39367
2023-06-24 12:00:00,30684.37,30778.68,30652.0,30757.88,648.50391
2023-06-24 12:30:00,30757.88,30800.0,30688.0,30694.57,606.04054
2023-06-24 13:00:00,30694.56,30720.0,30611.08,30629.55,575.46785
2023-06-24 13:30:00,30629.56,30679.24,30525.0,30640.69,834.08384
2023-06-24 14:00:00,30640.69,30672.62,30605.48,30637.4,528.19636
2023-06-24 14:30:00,30637.39,30720.0,30630.37,30688.53,456.76288
2023-06-24 15:00:00,30688.52,30697.96,30525.0,30567.61,887.27974
2023-06-24 15:30:00,30567.61,30567.62,30282.07,30398.71,2883.00464
2023-06-24 16:00:00,30398.72,30500.0,30250.0,30457.45,1817.8995
2023-06-24 16:30:00,30457.45,30513.25,30412.68,30510.01,681.22943
2023-06-24 17:00:00,30510.01,30650.31,30502.0,30572.19,1244.80643
2023-06-24 17:30:00,30572.18,30626.66,30538.0,30584.49,589.64818
2023-06-24 18:00:00,30584.5,30709.36,30570.0,30670.14,858.95381
2023-06-24 18:30:00,30670.15,30678.84,30617.44,30638.38,325.37989
2023-06-24 19:00:00,30638.39,30679.51,30634.28,30654.0,343.48175
2023-06-24 19:30:00,30653.99,30664.58,30598.83,30627.84,281.91393
2023-06-24 20:00:00,30627.84,30627.85,30560.0,30591.27,365.14336
2023-06-24 20:30:00,30591.28,30592.86,30484.16,30507.56,438.42866
2023-06-24 21:00:00,30507.56,30538.12,30408.95,30497.99,676.9235
2023-06-24 21:30:00,30497.99,30574.4,30483.69,30513.78,389.74523
2023-06-24 22:00:00,30513.78,30544.17,30488.91,30525.15,334.40943
2023-06-24 22:30:00,30525.14,30526.48,30476.5,30515.33,794.81406
2023-06-24 23:00:00,30515.33,30557.25,30514.0,30554.56,385.40168
2023-06-24 23:30:00,30554.56,30570.0,30485.7,30527.43,451.46461
2023-06-25 00:00:00,30527.44,30582.0,30465.41,30472.5,440.09033
2023-06-25 00:30:00,30472.49,30529.99,30465.41,30513.23,348.24219
2023-06-25 01:00:00,30513.24,30624.0,30467.47,30604.33,449.22717
2023-06-25 01:30:00,30604.33,30623.83,30590.0,30598.52,256.39011
2023-06-25 02:00:00,30598.52,30653.6,30592.0,30636.4,315.46545
2023-06-25 02:30:00,30636.41,30686.16,30618.38,30621.3,502.34593
2023-06-25 03:00:00,30621.3,30721.43,30619.76,30707.49,542.63107
2023-06-25 03:30:00,30707.48,30783.68,30697.06,30748.46,683.83403
2023-06-25 04:00:00,30748.46,30948.41,30748.46,30909.55,1684.88081
2023-06-25 04:30:00,30909.55,31046.01,30839.52,30890.66,1917.67925
2023-06-25 05:00:00,30890.65,30950.34,30829.28,30864.47,883.18982
2023-06-25 05:30:00,30864.46,30909.26,30839.28,30858.56,510.433
2023-06-25 06:00:00,30858.55,30985.91,30752.0,30944.01,1419.42921
2023-06-25 06:30:00,30944.01,30960.0,30810.0,30872.66,543.01589
2023-06-25 07:00:00,30872.66,30877.58,30666.87,30736.73,1010.11142
2023-06-25 07:30:00,30736.74,30741.0,30682.0,30723.78,549.83512
2023-06-25 08:00:00,30723.78,30761.7,30705.23,30741.33,480.81739
2023-06-25 08:30:00,30741.34,30760.0,30666.67,30735.93,473.76045
2023-06-25 09:00:00,30735.92,30735.93,30599.87,30628.15,679.74435
2023-06-25 09:30:00,30628.15,30715.24,30588.0,30683.99,504.71137
2023-06-25 10:00:00,30683.99,30692.79,30584.51,30623.6,468.932
2023-06-25 10:30:00,30623.6,30688.96,30590.48,30621.27,465.15571
2023-06-25 11:00:00,30621.28,30646.81,30590.0,30610.89,370.26538
2023-06-25 11:30:00,30610.89,30650.59,30592.43,30645.95,215.25342
